,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Season
486,Khari Blasingame,CHI,N/A,26,10,5,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135,N/A,2022
487,C.J. Board,TEN,N/A,29,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,2022
488,Lynn Bowden Jr.,NWE,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197,N/A,2022
489,Nick Boyle,BAL,N/A,29,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,2022
490,Trenton Cannon,TEN,N/A,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136,N/A,2022
491,Cethan Carter,MIA,N/A,27,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110,N/A,2022
492,Dan Chisena,MIN,N/A,25,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,198,N/A,2022
493,Corey Clement,ARI,N/A,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137,N/A,2022
494,Chris Conley,2TM,N/A,30,4,0,0,0,0,0,0,0,0,N/A,0,3,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,199,N/A,2022
495,Keke Coutee,IND,WR,25,5,0,0,0,0,0,0,0,0,N/A,0,1,1,20,20.00,0,2,1,0,N/A,N/A,N/A,1.0,2.0,0.5,N/A,200,N/A,2022
496,Chase Daniel,LAC,QB,36,2,0,0,2,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,2022
497,Rico Dowdle,DAL,N/A,24,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,2022
498,Jacob Eason,CAR,QB,25,1,0,3,5,59,0,1,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.4,1.4,1.4,N/A,56,N/A,2022
499,Darrynton Evans,CHI,N/A,24,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139,N/A,2022
500,Demetric Felton,CLE,RB,24,5,0,0,0,0,0,0,1,-4,-4.00,0,2,1,3,3.00,0,1,0,0,N/A,N/A,N/A,0.9,0.9,0.4,N/A,151,N/A,2022
501,Nick Foles ,IND,N/A,33,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,N/A,2022
502,Feleipe Franks,ATL,N/A,25,7,1,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,N/A,2022
503,Jake Funk,LAR,N/A,24,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,N/A,2022
504,Tanner Gentry,BUF,N/A,28,1,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201,N/A,2022
505,Cullen Gillaspia,SEA,N/A,27,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141,N/A,2022
506,Josh Gordon,TEN,N/A,31,2,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202,N/A,2022
507,Justin Hardee,NYJ,N/A,28,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203,N/A,2022
508,Clark Harris,CIN,N/A,38,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111,N/A,2022
509,Jacob Harris,LAR,N/A,25,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112,N/A,2022
510,Chad Henne,KAN,QB,37,2,0,0,2,0,0,0,3,-3,-1.00,0,0,0,0,N/A,0,1,0,0,N/A,N/A,N/A,-0.3,-0.3,-0.3,N/A,65,N/A,2022
511,Rashard Higgins,CAR,N/A,28,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204,N/A,2022
512,Jacob Hollister,2TM,N/A,29,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113,N/A,2022
513,J.P. Holtz,NOR,N/A,29,6,2,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114,N/A,2022
514,Jordan Howard,NOR,RB,28,2,0,0,0,0,0,0,1,1,1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.1,0.1,0.1,N/A,133,N/A,2022
515,Jesse James,CLE,N/A,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115,N/A,2022
516,Duke Johnson,BUF,RB,29,1,0,0,0,0,0,0,2,4,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.4,0.4,0.4,N/A,129,N/A,2022
517,Tyler Johnson,HOU,N/A,24,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205,N/A,2022
518,Taiwan Jones,BUF,N/A,34,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142,N/A,2022
519,Case Keenum,BUF,QB,34,2,0,2,7,8,0,0,5,0,0.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.3,0.3,0.3,N/A,57,N/A,2022
520,Marcus Kemp,KAN,N/A,27,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,206,N/A,2022
521,Mason Kinsey,TEN,WR,24,1,0,0,0,0,0,0,0,0,N/A,0,1,1,3,3.00,0,0,0,0,N/A,N/A,N/A,1.3,1.3,0.8,N/A,193,N/A,2022
522,Hunter Long,MIA,N/A,24,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116,N/A,2022
523,Marlon Mack,SFO,N/A,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143,N/A,2022
524,Stanley Morgan Jr.,CIN,N/A,26,7,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,207,N/A,2022
525,Nick Mullens,MIN,QB,27,1,0,1,1,-3,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.1,-0.1,-0.1,N/A,64,N/A,2022
526,Qadree Ollison,DAL,N/A,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,144,N/A,2022
527,Gunner Olszewski,PIT,WR,26,8,0,0,0,0,0,0,2,18,9.00,0,1,1,4,4.00,0,2,1,0,N/A,N/A,N/A,1.2,2.2,0.7,N/A,194,N/A,2022
528,Matthew Orzech,LAR,N/A,27,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117,N/A,2022
529,Devine Ozigbo,DEN,RB,26,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,130,N/A,2022
530,Jaret Patterson,WAS,N/A,23,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145,N/A,2022
531,Bryce Perkins,LAR,QB,26,1,0,1,1,-3,0,0,3,4,1.33,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.3,0.3,0.3,N/A,58,N/A,2022
532,Adam Prentice,NOR,RB,25,4,1,0,0,0,0,0,0,0,N/A,0,1,1,2,2.00,0,1,0,0,N/A,N/A,N/A,1.2,1.2,0.7,N/A,131,N/A,2022
533,Kevin Rader,TEN,N/A,27,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118,N/A,2022
534,Andre Roberts,CAR,N/A,34,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208,N/A,2022
535,Richard Rodgers,LAC,TE,30,7,0,0,0,0,0,0,0,0,N/A,0,4,1,4,4.00,0,0,0,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,106,N/A,2022
536,Larry Rountree,LAC,N/A,23,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146,N/A,2022
537,Drew Sample,CIN,TE,26,2,2,0,0,0,0,0,0,0,N/A,0,2,2,-2,-1.00,0,0,0,0,N/A,N/A,N/A,1.8,1.8,0.8,N/A,123,N/A,2022
538,Braylon Sanders,MIA,WR,23,1,0,0,0,0,0,0,0,0,N/A,0,2,2,17,8.50,0,1,1,0,N/A,N/A,N/A,1.7,2.7,0.7,N/A,215,N/A,2022
539,Trevor Siemian,CHI,QB,31,1,0,1,1,5,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,59,N/A,2022
540,Matthew Slater,NWE,N/A,37,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209,N/A,2022
541,Willie Snead,SFO,N/A,30,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210,N/A,2022
542,Benny Snell Jr.,PIT,N/A,24,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147,N/A,2022
543,Matt Sokol,NWE,N/A,27,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119,N/A,2022
544,Keir Thomas,LAR,N/A,24,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,211,N/A,2022
545,Noah Togiai,PHI,N/A,25,2,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,N/A,2022
546,Jalen Tolbert,DAL,WR,23,5,1,0,0,0,0,0,0,0,N/A,0,2,1,4,4.00,0,0,0,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,192,N/A,2022
547,Malik Turner,SFO,N/A,26,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,212,N/A,2022
548,Jonathan Ward,ARI,N/A,25,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148,N/A,2022
549,Antonio Williams,NYG,N/A,25,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,149,N/A,2022
550,Damien Williams,ATL,RB,30,1,1,0,0,0,0,0,2,2,1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,132,N/A,2022
551,Maxx Williams,ARI,N/A,28,4,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121,N/A,2022
552,Trayveon Williams,CIN,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,2022
553,Javon Wims,ARI,N/A,28,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,213,N/A,2022
554,Charlie Woerner,SFO,N/A,25,9,2,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,122,N/A,2022
555,Brandon Zylstra,DET,N/A,29,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,214,N/A,2022
556,Deonte Harty,NOR,WR,25,4,0,0,0,0,0,0,0,0,N/A,0,2,2,13,6.50,0,1,1,0,N/A,N/A,-1,1.3,2.3,0.3,N/A,217,N/A,2022
557,Ihmir Smith-Marsette,CHI,WR,23,6,0,0,0,0,0,0,1,-1,-1.00,0,4,1,15,15.00,0,1,1,0,N/A,N/A,-1,0.4,1.4,-0.1,N/A,216,N/A,2022
558,Chester Rogers,CLE,N/A,28,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,1,1,0,N/A,N/A,-2,-2.0,-1.0,-2.0,N/A,218,N/A,2022
