,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Season
498,Jeremy Horne,KAN,WR,25,9,0,0,0,0,0,0,1,5,5.00,0,2,0,0,N/A,0,0,N/A,0,N/A,N/A,1,0.5,0.5,0.5,N/A,191,N/A,2011
499,Brian Hoyer,NWE,QB,26,3,0,1,1,22,0,0,4,-3,-0.75,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,1,0.6,0.6,0.6,N/A,70,N/A,2011
500,Colin Kaepernick,SFO,QB,24,3,0,3,5,35,0,0,2,-2,-1.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,1,1.2,1.2,1.2,N/A,66,N/A,2011
501,Reggie Kelly,ATL,TE,34,16,2,0,0,0,0,0,0,0,N/A,0,2,1,7,7.00,0,0,N/A,0,N/A,N/A,1,1.7,1.7,1.2,N/A,95,N/A,2011
502,Stefan Logan,DET,WR,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19.00,0,6,2,0,N/A,N/A,1,2.1,4.1,1.6,N/A,184,N/A,2011
503,Ryan Mahaffey,IND,RB,24,5,0,0,0,0,0,0,0,0,N/A,0,1,1,5,5.00,0,0,N/A,0,N/A,N/A,1,1.5,1.5,1.0,N/A,158,N/A,2011
504,Jeron Mastrud,MIA,TE,24,14,3,0,0,0,0,0,0,0,N/A,0,2,1,8,8.00,0,0,N/A,0,N/A,N/A,1,1.8,1.8,1.3,N/A,94,N/A,2011
505,Reagan Maui'a,ARI,RB,27,3,3,0,0,0,0,0,0,0,N/A,0,1,1,12,12.00,0,0,N/A,0,N/A,N/A,1,2.2,2.2,1.7,N/A,150,N/A,2011
506,Allen Reisner,MIN,TE,23,6,0,0,0,0,0,0,0,0,N/A,0,1,1,5,5.00,0,0,N/A,0,N/A,N/A,1,1.5,1.5,1.0,N/A,96,N/A,2011
507,Da'Rel Scott,NYG,RB,23,11,0,0,0,0,0,0,5,16,3.20,0,2,2,13,6.50,0,1,1,0,N/A,N/A,1,2.9,3.9,1.9,N/A,154,N/A,2011
508,Jordan Shipley,CIN,WR,26,2,0,0,0,0,0,0,0,0,N/A,0,5,4,14,3.50,0,1,N/A,0,N/A,N/A,1,5.4,5.4,3.4,N/A,182,N/A,2011
509,Lee Smith,BUF,WR,24,10,3,0,0,0,0,0,0,0,N/A,0,4,4,11,2.75,0,0,N/A,0,N/A,N/A,1,5.1,5.1,3.1,N/A,185,N/A,2011
510,Micheal Spurlock,TAM,WR,28,12,0,0,1,0,0,0,0,0,N/A,0,6,2,13,6.50,0,0,N/A,0,N/A,N/A,1,3.3,3.3,2.3,N/A,183,N/A,2011
511,Brandon Stokley,NYG,WR,35,2,0,0,0,0,0,0,0,0,N/A,0,3,1,7,7.00,0,0,N/A,0,N/A,N/A,1,1.7,1.7,1.2,N/A,189,N/A,2011
512,Maurice Stovall,DET,WR,26,15,0,0,0,0,0,0,0,0,N/A,0,3,1,8,8.00,0,0,N/A,0,N/A,N/A,1,1.8,1.8,1.3,N/A,188,N/A,2011
513,Tyrod Taylor,BAL,QB,22,3,0,1,1,18,0,0,1,2,2.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,1,0.9,0.9,0.9,N/A,68,N/A,2011
514,Julius Thomas,DEN,TE,23,5,1,0,0,0,0,0,0,0,N/A,0,7,1,5,5.00,0,0,N/A,0,N/A,N/A,1,1.5,1.5,1.0,N/A,97,N/A,2011
515,Chauncey Washington,DAL,RB,26,2,0,0,0,0,0,0,1,-1,-1.00,0,3,2,13,6.50,0,0,N/A,0,N/A,N/A,1,3.2,3.2,2.2,N/A,151,N/A,2011
516,D.J. Williams,GNB,TE,23,13,0,0,0,0,0,0,0,0,N/A,0,4,2,13,6.50,0,0,N/A,0,N/A,N/A,1,3.3,3.3,2.3,N/A,91,N/A,2011
517,George Wilson,BUF,WR,30,13,13,0,0,0,0,0,1,6,6.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,1,0.6,0.6,0.6,N/A,190,N/A,2011
518,Darvin Adams,CAR,N/A,21,2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,193,N/A,2011
519,Kyle Adams,CHI,N/A,23,8,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103,N/A,2011
520,Kamar Aiken,BUF,N/A,22,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194,N/A,2011
521,Seyi Ajirotutu,CAR,WR,24,14,0,0,0,0,0,0,0,0,N/A,0,2,1,4,4.00,0,0,N/A,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,192,N/A,2011
522,Derek Anderson,CAR,QB,28,2,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,-0.2,-0.2,-0.2,N/A,75,N/A,2011
523,Arnaz Battle,PIT,N/A,31,10,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,195,N/A,2011
524,Tom Brandstater,STL,QB,27,1,0,0,2,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,N/A,2011
525,Eldra Buckley,DET,N/A,26,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170,N/A,2011
526,Dominique Byrd,2TM,N/A,27,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104,N/A,2011
527,Rudy Carpenter,TAM,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,N/A,2011
528,Michael Clayton,NYG,N/A,29,5,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,2011
529,Kevin Cone,ATL,N/A,23,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197,N/A,2011
530,Dominique Curry,STL,N/A,24,16,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,198,N/A,2011
531,Tandon Doss,BAL,N/A,22,6,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,199,N/A,2011
532,Shaun Draughn,KAN,N/A,24,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,163,N/A,2011
533,Darren Evans,IND,N/A,23,2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,164,N/A,2011
534,Collin Franklin,TAM,N/A,23,2,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105,N/A,2011
535,Anthony Gonzalez,IND,N/A,27,8,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,N/A,2011
536,Mike Goodson,CAR,RB,24,4,0,0,0,0,0,0,0,0,N/A,0,3,1,4,4.00,0,0,N/A,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,159,N/A,2011
537,Richard Gordon,OAK,TE,24,14,1,0,0,0,0,0,0,0,N/A,0,1,1,2,2.00,0,0,N/A,0,N/A,N/A,N/A,1.2,1.2,0.7,N/A,100,N/A,2011
538,Chris Gronkowski,IND,N/A,25,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165,N/A,2011
539,Dan Gronkowski,2TM,N/A,26,7,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106,N/A,2011
540,Clark Harris,CIN,N/A,27,16,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107,N/A,2011
541,Dwayne Harris,DAL,N/A,24,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201,N/A,2011
542,Ben Hartsock,CAR,N/A,31,15,2,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,108,N/A,2011
543,Joe Hastings,SFO,N/A,24,1,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202,N/A,2011
544,Michael Higgins,NOR,TE,24,2,0,0,0,0,0,0,0,0,N/A,0,1,1,4,4.00,0,0,N/A,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,98,N/A,2011
545,Trindon Holliday,HOU,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203,N/A,2011
546,Brian Jennings*,SFO,N/A,35,16,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,2011
547,Jerrel Jernigan,NYG,N/A,22,8,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204,N/A,2011
548,Jaymar Johnson,ARI,N/A,27,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205,N/A,2011
549,Larry Johnson,MIA,RB,32,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,161,N/A,2011
550,Mike Kafka,PHI,QB,24,4,0,11,16,107,0,2,3,0,0.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,0.3,2.3,2.3,N/A,71,N/A,2011
551,Jim Kleinsasser,MIN,TE,34,16,11,0,0,0,0,0,0,0,N/A,0,6,1,4,4.00,0,0,N/A,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,99,N/A,2011
552,Max Komar,CHI,N/A,24,2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,206,N/A,2011
553,Jameson Konz,SEA,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110,N/A,2011
554,Mike Leach,ARI,N/A,35,16,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111,N/A,2011
555,Jeff Maehl,HOU,N/A,22,3,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,207,N/A,2011
556,Steve Maneri,KAN,TE,23,6,1,0,0,0,0,0,0,0,N/A,0,2,1,1,1.00,0,0,N/A,0,N/A,N/A,N/A,1.1,1.1,0.6,N/A,102,N/A,2011
557,David Martin,BUF,N/A,32,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121,N/A,2011
558,Corey McIntyre,BUF,RB,32,16,1,0,0,0,0,0,0,0,N/A,0,1,1,4,4.00,0,0,N/A,0,N/A,N/A,N/A,1.4,1.4,0.9,N/A,160,N/A,2011
559,Mike McNeill,IND,N/A,23,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,122,N/A,2011
560,Richard Medlin,MIA,N/A,24,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166,N/A,2011
561,Kerry Meier,ATL,N/A,25,12,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208,N/A,2011
562,Marlon Moore,MIA,N/A,24,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209,N/A,2011
563,Rob Myers,WAS,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112,N/A,2011
564,Jamar Newsome,JAX,N/A,24,2,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210,N/A,2011
565,Moran Norris,SFO,N/A,33,5,2,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,2011
566,Fendi Onobun,JAX,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113,N/A,2011
567,Lousaka Polite,NWE,N/A,30,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167,N/A,2011
568,Quinn Porter,STL,N/A,25,12,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,168,N/A,2011
569,Julius Pruitt,MIA,N/A,26,9,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,211,N/A,2011
570,Terrelle Pryor,OAK,N/A,22,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,2011
571,Richard Quinn,WAS,N/A,25,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114,N/A,2011
572,Courtney Roby,NOR,N/A,28,16,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,212,N/A,2011
573,Martin Rucker,2TM,N/A,26,2,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115,N/A,2011
574,Antone Smith,ATL,N/A,26,12,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169,N/A,2011
575,Armond Smith,CLE,RB,25,3,0,0,0,0,0,0,3,2,0.67,0,1,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,162,N/A,2011
576,Justin Snow,IND,N/A,35,16,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116,N/A,2011
577,Nate Solder,NWE,N/A,23,16,13,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117,N/A,2011
578,Stephen Spach,STL,TE,29,10,1,0,0,0,0,0,0,0,N/A,0,3,2,2,1.00,0,0,N/A,0,N/A,N/A,N/A,2.2,2.2,1.2,N/A,101,N/A,2011
579,Tyler Thigpen,BUF,QB,27,3,0,3,8,25,0,1,1,8,8.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,-0.2,0.8,0.8,N/A,76,N/A,2011
580,Roberto Wallace,MIA,N/A,25,2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,213,N/A,2011
581,Blair White,IND,N/A,24,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,214,N/A,2011
582,Chris Williams,CHI,N/A,26,9,9,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,N/A,2011
583,Stephen Williams,ARI,N/A,25,2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,216,N/A,2011
584,Kris Wilson,BAL,N/A,30,15,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118,N/A,2011
585,Will Yeatman,MIA,N/A,23,3,2,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119,N/A,2011
586,Joe Zelenka,ATL,N/A,35,16,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,N/A,2011
587,Billy Volek,SDG,QB,35,2,0,0,0,0,0,0,5,-5,-1.00,0,0,0,0,N/A,0,0,N/A,0,N/A,N/A,-1,-0.5,-0.5,-0.5,N/A,77,N/A,2011
588,Quan Cosby,DEN,N/A,29,10,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,2,1,0,N/A,N/A,-2,-2.0,-1.0,-2.0,N/A,217,N/A,2011
589,David Reed,BAL,WR,24,11,0,0,0,0,0,0,1,16,16.00,0,2,0,0,N/A,0,3,2,0,N/A,N/A,-2,-2.4,-0.4,-2.4,N/A,218,N/A,2011
